han,puj,simple_puj,freq,phrase,phrase_puj,phrase_simple_puj
潤,zũn,zun6,k10,,,
潦,lâu,lau5,,,,
潦,liâu,liau5,,,,
潦,ló,lo2,,,,
潭,thâm,tham5,,,,
潮,tiê,tie5,k10,潮州,tiê-chiu,tie5-chiu1
潰,khũi,khui6,,,,
澀,siap,siap4,,,,
澄,thêng,theng5,,,,
澆,kiau,kiau1,,,,
澆,nau,nau1,,,,
澇,làu,lau3,,,,
澈,thiet,thiet4,,,,
澎,phêⁿ,phenn5,,,,
澗,kán,kan2,,,,
澡,tshàu,tshau3,,,,
澤,che̍k,chek8,,,,
澱,tẽng,teng6,,,,
澱,tiẽn,tien6,,沈澱,tîm-tiẽn,tim5-tien6
澳,ò,o3,,,,
激,kek,kek4,,,,
濁,tsua̍k,tsuak8,k10,,,
濃,lâng,lang5,,,,
濃,lông,long5,k10,,,
濕,sip,sip4,,,,
濘,lêng,leng5,,,,
濛,mông,mong5,,濛煙,mông-in,mong5-in1
濟,chì,chi3,,,,
濤,thiû,thiu5,,,,
濫,lãm,lam6,,,,
濰,zûi,zui5,,,,
濱,pin,pin1,,,,
濺,chien,chien1,,,,
濺,chién,chien2,,,,
濾,lṳ̃,lur6,,,,
瀉,sià,sia3,,,,
瀋,sím,sim2,,瀋陽,sím-iâng,sim2-iang5
瀑,pãu,pau6,,,,
瀑,pha̍k,phak8,,,,
瀕,phîn,phin5,,,,
瀝,le̍h,leh8,,,,
瀰,ní,ni2,,瀰漫,ní-buãn,ni2-buan6
瀾,lân,lan5,,,,
灌,kuàn,kuan3,,,,
灑,sài,sai3,,,,
灑,sói,soi2,,,,
灘,thuaⁿ,thuann1,,,,
灣,uan,uan1,,,,
灤,luân,luan5,,,,
火,húe,hue2,k00,,,
灰,hue,hue1,k10,,,
灰,hui,hui1,,,,
灱,ta,ta1,,灱,ta,ta1
灶,tsàu,tsau3,,,,
灸,kù,ku3,,,,
灼,chiak,chiak4,,,,
災,tsai,tsai1,,,,
災,tso,tso1,,,,
炊,tshue,tshue1,,,,
炎,iām,iam7,,,,
炒,tshá,tsha2,,,,
炔,kuat,kuat4,,,,
炕,khàng,khang3,,,,
炙,chià,chia3,,,,
炬,kṳ̃,kur6,,,,
炭,thuàⁿ,thuann3,,,,
炮,phàu,phau3,,,,
炮,phâu,phau5,,,,
炯,kuáng,kuang2,,,,
炳,péng,peng2,,,,
炸,tsà,tsa3,k10,,,
炸,tsa̍h,tsah8,,,,
烈,lie̍t,liet8,,,,
烊,iâng,iang5,,,,
烊,iêⁿ,ienn5,,,,
烏,ou,ou1,k00,,,
烏,u,u1,,,,
烘,hang,hang1,,,,
烘,hong,hong1,,,,
烘,hông,hong5,,,,
烙,lo̍k,lok8,,,,
烙,luah,luah4,,,,
烤,kháu,khau2,,,,
烯,hi,hi1,,,,
烴,theng,theng1,,,,
烷,uân,uan5,,,,
烹,pheng,pheng1,,,,
烽,hong,hong1,,,,
焉,ien,ien1,,,,
焉,iēn,ien7,,,,
焊,hán,han2,,,,
焙,pūe,pue7,,,,
焚,ûn,un5,,,,
焜,uak,uak4,,焜焜叫,uak-uak-kiè,uak4-uak4-kie3
無,bô,bo5,k00,,,
無,bû,bu5,,,,
焦,chiau,chiau1,,,,
焰,iām,iam7,,,,
然,jiên,jien5,k00,,,
煆,hiâⁿ,hiann5,,煆火,hiâⁿ-húe,hiann5-hue2
煉,liēn,lien7,,,,
煌,huâng,huang5,,,,
煎,chien,chien1,k10,,,
煎,chìⁿ,chinn3,,,,
煎,tsuaⁿ,tsuann1,,,,
煏,pek,pek4,,煏,pek,pek4
煒,úi,ui2,k10,,,
煙,eng,eng1,,,,
煙,in,in1,k10,,,
煞,suah,suah4,,,,
煠,sa̍h,sah8,,,,
煢,khuâng,khuang5,,,,
煤,bûe,bue5,,,,
煥,huàn,huan3,,,,
煦,hũ,hu6,,,,
煦,ù,u3,,煦字,ù-jī,u3-ji7
照,chiàu,chiau3,k00,,,
照,chiè,chie3,k01,,,
煩,huân,huan5,,,,
煮,tsṳ́,tsur2,k10,,,
煲,pû,pu5,k10,,,
煴,ùn,un3,,煴,ùn,un3
煽,sièn,sien3,,,,
煽,sièn,sien3,,煽風點火,sièn-huang-tiám-húe,sien3-huang1-tiam2-hue2
熄,sek,sek4,,,,
熇,hoh,hoh4,,熇,hoh,hoh4
熊,hîm,him5,,,,
熒,iông,iong5,,,,
熔,iêⁿ,ienn5,,,,
熔,iông,iong5,,,,
熙,hi,hi1,,,,
熟,se̍k,sek8,k00,,,
熨,ut,ut4,,,,
熬,ngâu,ngau5,k10,,,
熱,jie̍t,jiet8,k00,,,
熱,zua̍h,zuah8,k01,,,
熹,hi,hi1,,,,
熻,hip,hip4,,熻,hip,hip4
熾,chì,chi3,,,,
熾,chit,chit4,,,,
燂,thûn,thun5,,火燂,húe-thûn,hue2-thun5
燃,hiâⁿ,hiann5,,,,
燃,jiên,jien5,,,,
燈,teng,teng1,k10,,,
燉,tũn,tun6,,燉雞,tũn-koi,tun6-koi1
燎,liâu,liau5,,,,
燒,sie,sie1,k10,,,
燕,ièn,ien3,,,,
燕,ìⁿ,inn3,,,,
燙,thǹg,thng3,k10,,,
燜,bun,bun1,,,,
營,iâⁿ,iann5,k10,,,
燥,tshàu,tshau3,,,,
燦,tshàn,tshan3,,,,
燧,sûi,sui5,,,,
燭,chek,chek4,,,,
燴,hũe,hue6,,,,
燻,hun,hun1,,,,
燼,chién,chien2,,,,
爁,nã,na6,,爁火,nã-húe,na6-hue2
爆,pãu,pau6,k10,,,
爆,phok,phok4,,,,
爍,iak,iak4,,,,
爐,lôu,lou5,,,,
爛,lãn,lan6,,,,
爛,lok,lok4,,煲爛爛,pû-lok-lok,pu5-lok4-lok4
爛,nuā,nua7,,,,
爪,jiáu,jiau2,k10,,,
爬,pê,pe5,k00,,,
爬,peh,peh4,k01,,,
爭,cheⁿ,chenn1,k00,,,
爲,ûi,ui5,k00,,,
爵,chiak,chiak4,,,,
父,hú,hu2,,,,
父,pẽ,pe6,k00,,,
爸,pa,pa1,k00,,,
爹,tia,tia1,k00,,,
爺,iâ,ia5,k00,,,
爺,tia,tia1,,,,
爻,ngâu,ngau5,,,,
爽,suáng,suang2,,,,
爾,lṳ́,lur2,,,,
爾,zṳ́,zur2,,,,
爿,chhiâng,chhiang5,k22,,,
爿,pôiⁿ,poinn5,k00,底爿,tî-pôiⁿ,ti5-poinn5
牆,chhiêⁿ,chhienn5,k00,,,
片,phièn,phien3,k00,,,
片,phìⁿ,phinn3,,,,
版,pán,pan2,,,,
版,póiⁿ,poinn2,,,,
牌,pâi,pai5,,,,
牖,iú,iu2,,,,
牙,gê,ge5,k00,,,
牛,gû,gu5,k00,,,
牟,môu,mou5,,,,
牠,tha,tha1,,,,
牡,bóu,bou2,,,,
牡,kóu,kou2,,鹿牡,te̍k-kóu,tek8-kou2
牢,lô,lo5,,,,
牧,mo̍k,mok8,,,,
物,mu̍eh,mueh8,k00,,,
牯,kóu,kou2,,,,
牲,seng,seng1,,,,
牲,seⁿ,senn1,,,,
特,te̍k,tek8,k00,,,
牽,khan,khan1,,,,
牾,ngóu,ngou2,,,,
犀,sai,sai1,,,,
犁,lôi,loi5,,,,
犍,kiẽn,kien6,,,,
犒,káu,kau2,,,,
犛,lî,li5,,,,
犛,mâu,mau5,,,,
犢,to̍k,tok8,,,,
犧,hi,hi1,,,,
犬,khién,khien2,,,,
犯,huãm,huam6,k10,,,
犺,ho,ho1,,,,
狀,tsn̄g,tsng7,,,,
狀,tsõ,tso6,,,,
狀,tsōng,tsong7,,,,
狀,tsuãng,tsuang6,,,,
狂,khuâng,khuang5,,,,
狄,te̍k,tek8,,,,
狍,phâu,phau5,,,,
狐,hôu,hou5,,,,
狐,hû,hu5,,,,
狗,káu,kau2,k00,,,
狙,tsu,tsu1,,,,
狠,hṳ́n,hurn2,,,,
狡,káu,kau2,,,,
狩,siù,siu3,,,,
狸,lâi,lai5,,,,
狸,lî,li5,,,,
狹,hia̍p,hiap8,,,,
狹,o̍ih,oih8,,,,
狼,lâng,lang5,k10,,,
狼,lō,lo7,,狼犺,lō-ho,lo7-ho1
狽,pũe,pue6,,,,
猖,chhiang,chhiang1,,,,
猙,cheng,cheng1,,,,
猛,mé,me2,k11,,,
猛,méng,meng2,k10,,,
猜,tshai,tshai1,k00,,,
猩,seng,seng1,,,,
猴,kâu,kau5,,,,
猶,iû,iu5,k00,,,
猷,iû,iu5,,,,
猹,tsa,tsa1,,,,
猾,ku̍t,kut8,,,,
猿,uân,uan5,,,,
獃,ngâi,ngai5,,獃,ngâi,ngai5
獄,ge̍k,gek8,,,,
獅,sai,sai1,,,,
獎,chiàng,chiang3,k10,,,
獒,ngâu,ngau5,,,,
獠,liâu,liau5,,,,
獨,ta̍k,tak8,,,,
獨,to̍k,tok8,k00,,,
獰,lêng,leng5,,,,
獲,ua̍k,uak8,k00,不勞而獲,put-lâu-zṳ̂-ua̍k,put4-lau5-zur5-uak8
獲,ua̍k,uak8,k00,獲得,ua̍k-tit,uak8-tit4
獵,la̍h,lah8,,,,
獸,siù,siu3,,,,
獺,thuah,thuah4,,,,
獻,hièn,hien3,k10,,,
獼,ní,ni2,,,,
獾,huan,huan1,,,,
玄,hiên,hien5,,,,
率,lu̍t,lut8,k00,速率,sok-lu̍t,sok4-lut8
率,tsut,tsut4,k01,率領,tsut-niáⁿ,tsut4-niann2
玉,ge̍k,gek8,k00,,,
王,hêng,heng5,,,,
王,uâng,uang5,,,,
王,uãng,uang6,,,,
玖,káu,kau2,,,,
玖,kiú,kiu2,,,,
玦,kuat,kuat4,,,,
玩,nguán,nguan2,,,,
玫,bûn,bun5,,,,
玲,lêng,leng5,,,,
玳,tāi,tai7,,玳瑁,tāi-pūe,tai7-pue7
玷,tiam,tiam1,,,,
玻,po,po1,k10,,,
珀,phek,phek4,,,,
珊,san,san1,,,,
珍,tien,tien1,k10,,,
珠,tsu,tsu1,k00,,,
班,pan,pan1,k10,,,
現,hīn,hin7,k00,,,
球,kiû,kiu5,k00,,,
琅,lâng,lang5,,,,
理,lí,li2,k00,,,
琉,liû,liu5,,,,
琢,toh,toh4,,,,
琥,hóuⁿ,hounn2,,,,
琳,lîm,lim5,,,,
琴,khîm,khim5,k10,,,
琵,pî,pi5,,,,
琶,pê,pe5,,,,
琺,huap,huap4,,,,
瑁,pūe,pue7,,玳瑁,tāi-pūe,tai7-pue7
瑕,hiâ,hia5,,,,
瑙,náu,nau2,,,,
瑚,hû,hu5,,,,
瑞,sũi,sui6,,,,
瑟,sek,sek4,,,,
瑣,só,so2,,,,
瑤,iâu,iau5,,,,
瑩,iông,iong5,,,,
瑪,má,ma2,,,,
瑰,kùi,kui3,,,,
璃,lî,li5,,,,
環,huân,huan5,,,,
璽,zṳ́,zur2,,,,
瓊,kêng,keng5,,,,
瓊,khuâng,khuang5,,,,
瓏,lâm,lam5,,銜瓏術,hâm-lâm-su̍t,ham5-lam5-sut8
瓜,kue,kue1,k00,,,
瓞,tiet,tiet4,,,,
瓠,hũ,hu6,,,,
瓠,pû,pu5,,,,
瓢,phiau,phiau1,,,,
瓣,hah,hah4,,,,
瓣,piẽn,pien6,,,,
瓤,jiâng,jiang5,,,,
瓤,nn̂g,nng5,,,,
瓦,hiã,hia6,,,,
瓦,ua,ua1,,,,
瓴,lêng,leng5,,,,
瓶,phîn,phin5,k10,,,
瓷,tshṳ̂,tshur5,,,,
甄,chin,chin1,,,,
甄,in,in1,,,,
甌,au,au1,,,,
甑,cheng,cheng1,,,,
甔,tãng,tang6,,,,
甕,àng,ang3,,,,
甘,kam,kam1,k00,,,
甚,sĩm,sim6,k00,,,
甜,tiâm,tiam5,k00,,,
生,chheⁿ,chhenn1,k02,,,
生,seng,seng1,k00,,,
生,seⁿ,senn1,k01,,,
產,suáⁿ,suann2,k00,,,
甥,seng,seng1,,,,
甦,sou,sou1,k10,甦醒,sou-chhéⁿ,sou1-chhenn2
用,ēng,eng7,k00,,,
甩,suai,suai1,,,,
甫,phóu,phou2,,,,
甭,mín,min2,,,,
田,tshân,tshan5,,,,
由,iû,iu5,k00,,,
甲,kah,kah4,k00,,,
申,sin,sin1,k10,,,
男,lâm,lam5,k00,,,
甸,tiẽn,tien6,,,,
畀,pí,pi2,k10,,,
界,kài,kai3,,,,
畏,ùiⁿ,uinn3,k10,,,
畔,phuàn,phuan3,,,,
畔,pôiⁿ,poinn5,,,,
留,lâu,lau5,k01,,,
留,liû,liu5,k00,,,
畚,pùn,pun3,,,,
畛,chién,chien2,,,,
畜,thiok,thiok4,,,,
畝,bóu,bou2,,,,
畢,pi̍t,pit8,k10,,,
略,lia̍k,liak8,k00,,,
畦,hî,hi5,,,,
畧,iáu,iau2,,畧好,iáu-hó,iau2-ho2
番,huan,huan1,k10,,,
番,phuaⁿ,phuann1,,,,
畫,ūe,ue7,k10,,,
畫,u̍eh,ueh8,,,,
畬,siâ,sia5,,,,
異,ĩ,i6,k10,,,
畲,siâ,sia5,,,,
當,tàng,tang3,k00,適當,sek-tàng,sek4-tang3
當,tng,tng1,k01,當家,tng-ke,tng1-ke1
當,tǹg,tng3,k12,安步當車,an-pōu-tǹg-chhia,an1-pou7-tng3-chhia1
畸,ki,ki1,,,,
畿,ki,ki1,,,,
疆,kiang,kiang1,,,,
疇,thiû,thiu5,,,,
疊,tha̍h,thah8,,,,
疋,phit,phit4,k10,布疋,pòu-phit,pou3-phit4
疏,so,so1,,,,
疏,sò,so3,,,,
疑,gî,gi5,k00,,,
疕,phí,phi2,,,,
疙,ngṳt,ngurt4,,,,
疚,kiù,kiu3,,,,
疚,kiũ,kiu6,,,,
疝,sàn,san3,,,,
疤,pa,pa1,,,,
疥,kòi,koi3,,,,
疫,e̍k,ek8,,,,
疫,mo̍k,mok8,k10,,,
疲,phî,phi5,,,,
疵,tshù,tshu3,,,,
疵,tshṳ̂,tshur5,,,,
疸,tán,tan2,,,,
疹,chién,chien2,,,,
疼,tòng,tong3,,,,
疽,tsu,tsu1,,,,
疾,chi̍p,chip8,,,,
病,pēⁿ,penn7,k00,,,
症,chèng,cheng3,k10,症狀,chèng-tsuãng,cheng3-tsuang6
痊,tshuân,tshuan5,,,,
痒,kuàn,kuan3,,痒癲,kuàn-pien,kuan3-pien1
痔,thĩ,thi6,,,,
痕,hûn,hun5,,,,
痘,tāu,tau7,,,,
痙,khêng,kheng5,,,,
痛,thiàⁿ,thiann3,,,,
痛,thòng,thong3,,,,
痞,phái,phai2,,,,
痞,phí,phi2,,,,
痢,lĩ,li6,,,,
痣,chì,chi3,,,,
痣,kì,ki3,k11,,,
痧,sua,sua1,,着痧,tie̍h-sua,tieh8-sua1
痰,thâm,tham5,,,,
痱,bùi,bui3,,痱,bùi,bui3
痲,muâ,mua5,,痲瘋,muâ-huang,mua5-huang1
痹,pì,pi3,,,,
瘁,tsũi,tsui6,,,,
瘋,huang,huang1,,,,
瘍,iâng,iang5,,,,
瘑,ko,ko1,,,,
瘓,huàn,huan3,,,,
瘟,un,un1,,,,
瘡,tshng,tshng1,,,,
瘤,liû,liu5,,,,
瘦,sán,san2,,,,
瘦,sóu,sou2,,,,
瘧,ngia̍k,ngiak8,,,,
瘩,tap,tap4,,,,
瘴,chiàng,chiang3,,,,
瘸,khûe,khue5,,,,
療,liâu,liau5,,,,
癌,ngâm,ngam5,,,,
癒,zú,zu2,k10,病癒,pēⁿ-zú,penn7-zu2
癖,phiah,phiah4,k10,,,
癘,lĩ,li6,,,,
癟,bih,bih4,,,,
癟,pi̍t,pit8,,,,
癡,chhi,chhi1,,,,
癢,chiẽⁿ,chienn6,,,,
癢,iãng,iang6,,,,
癤,pauh,pauh4,,熱癤,zua̍h-pauh,zuah8-pauh4
癥,teng,teng1,k11,癥結,teng-kat,teng1-kat4
癧,le̍k,lek8,,,,
癩,nãi,nai6,,,,
癩,thái,thai2,,癩瘑,thái-ko,thai2-ko1
癪,chek,chek4,,甘癪,kam-chek,kam1-chek4
癬,sién,sien2,,,,
癰,iong,iong1,,,,
癱,than,than1,,,,
癱,thuaⁿ,thuann1,,,,
癲,siáu,siau2,,,,
癸,kùi,kui3,,,,
登,teng,teng1,k00,,,
發,huat,huat4,k00,發現,huat-hīn,huat4-hin7
白,pe̍h,peh8,k00,,,
百,peh,peh4,k00,,,
皁,tsãu,tsau6,,,,
皂,tsãu,tsau6,,,,
的,te̍k,tek8,k10,目的,ma̍k-te̍k,mak8-tek8
的,ti,ti1,,,,
皆,kai,kai1,k10,,,
皇,huâng,huang5,k10,,,
皇,uâng,uang5,,,,
皈,kui,kui1,,,,
皋,kau,kau1,,,,
皓,háu,hau2,,,,
皖,uán,uan2,,,,
皙,sek,sek4,,,,
皚,ngâi,ngai5,,,,
皮,phûe,phue5,k00,,,
皴,tshuan,tshuan1,,,,
皸,kun,kun1,,,,
皺,chiù,chiu3,,,,
皺,jiàu,jiau3,,,,
皺,niàu,niau3,,,,
皿,méng,meng2,,,,
盂,u,u1,,,,
盅,cheng,cheng1,,,,
盆,phûn,phun5,k10,,,
盈,iông,iong5,,,,
益,iah,iah4,k00,,,
盍,khap,khap4,,,,
盎,àng,ang3,,盎然,àng-jiên,ang3-jien5
盎,òng,ong3,,盎司,òng-si,ong3-si1
盒,a̍p,ap8,k10,,,
盔,khue,khue1,,,,
盛,sẽng,seng6,k10,,,
盛,siāⁿ,siann7,,,,
盜,tãu,tau6,,,,
盞,tsuáⁿ,tsuann2,,,,
盟,mêng,meng5,k10,,,
盡,chĩn,chin6,k10,用盡,ēng chĩn,eng7 chin6
監,kam,kam1,,,,
監,kàm,kam3,,,,
盤,phuân,phuan5,k11,,,
盤,puâⁿ,puann5,k10,,,
盥,kuàn,kuan3,,,,
盧,lôu,lou5,,,,
盧,lû,lu5,,,,
盪,tãng,tang6,k10,震盪,chín-tãng,chin2-tang6
目,ma̍k,mak8,k00,,,
盯,tèng,teng3,,,,
盲,mâng,mang5,,,,
盲,mê,me5,k00,,,
盲,mêng,meng5,,,,
直,ti̍t,tit8,k00,,,
相,siang,siang1,k01,,,
相,siàng,siang3,,,,
相,sie,sie1,k00,,,
相,sièⁿ,sienn3,k10,,,
盼,phàn,phan3,,,,
盾,tún,tun2,,,,
省,séng,seng2,k01,,,
省,séⁿ,senn2,k00,,,
眉,bâi,bai5,k10,,,
看,khàn,khan3,,,,
看,khuàⁿ,khuann3,,,,
看,thóiⁿ,thoinn2,,,,
真,chin,chin1,k00,,,
眠,mîn,min5,k10,,,
眥,chhì,chhi3,,目眥毛,ma̍k-chhì-mô,mak8-chhi3-mo5
眨,tsap,tsap4,,,,
眩,hiên,hien5,,,,
眩,hîn,hin5,,,,
眯,mi,mi1,,,,
眯,mî,mi5,k22,,,
眶,khuang,khuang1,,,,
眷,kuàn,kuan3,,,,
眺,thiáu,thiau2,,,,
眼,ngám,ngam2,,,,
眼,ngán,ngan2,k00,,,
眾,chèng,cheng3,k10,,,
眾,tsòng,tsong3,k12,,,
着,tie̍h,tieh8,k00,,,
着,to̍h,toh8,,,,
睇,thì,thi3,k22,,,
睇,thóiⁿ,thoinn2,k00,,,
睏,khùn,khun3,k10,早睏,tsá khùn,tsa2 khun3
睒,iám,iam2,,,,
睛,cheng,cheng1,,,,
睜,cheng,cheng1,,,,
睡,sũi,sui6,k10,,,
督,tok,tok4,,,,
睦,mo̍k,mok8,,,,
睫,chia̍p,chiap8,,,,
睬,tshái,tshai2,,,,
睭,chiu,chiu1,,目睭花,ma̍k-chiu-hue,mak8-chiu1-hue1
睹,tú,tu2,,,,
睾,kau,kau1,,,,
睿,zũe,zue6,,,,
瞀,mòu,mou3,,,,
瞀,mõu,mou6,,,,
瞄,biê,bie5,,,,
瞄,miâu,miau5,,,,
瞅,chhiu,chhiu1,,,,
瞋,chin,chin1,,,,
瞋,thiên,thien5,,,,
瞎,hak,hak4,,,,
瞑,mêng,meng5,,,,
瞞,muâ,mua5,,,,
瞥,phuah,phuah4,,,,
瞧,chhiâu,chhiau5,,,,
瞪,thêng,theng5,,,,
瞬,sùn,sun3,,,,
瞭,liáu,liau2,k10,明瞭,mêng-liáu,meng5-liau2
瞭,liáu,liau2,k10,瞭解,liáu-kòi,liau2-koi3
瞭,liâu,liau5,,瞭望,liâu-mō,liau5-mo7
瞳,thông,thong5,,,,
瞻,chiam,chiam1,,,,
矇,mông,mong5,,矇矓,mông-lông,mong5-long5
矇,mông,mong5,,矇騙,mông-phièn,mong5-phien3
矓,lông,long5,,,,
矗,tshok,tshok4,,,,
矚,tsok,tsok4,,,,
矛,mâu,mau5,,,,
矜,keng,keng1,,,,
矢,sí,si2,,,,
矣,ī,i7,,,,
知,tì,ti3,k00,,,
知,tsai,tsai1,k01,,,
矩,kṳ́,kur2,,,,
短,tó,to2,k00,,,
矮,ói,oi2,,,,
矯,kiáu,kiau2,,,,
石,chie̍h,chieh8,k00,,,
石,sie̍h,sieh8,,,,
石,tàⁿ,tann3,,,,
矽,sek,sek4,,,,
砂,sa,sa1,,,,
砂,sua,sua1,,,,
砌,kih,kih4,,,,
砍,khám,kham2,,,,
砒,pi,pi1,,,,
研,ngiên,ngien5,k00,,,
研,ngóiⁿ,ngoinn2,,研平,ngóiⁿ-pêⁿ,ngoinn2-penn5
砝,huap,huap4,,,,
砧,tiam,tiam1,,,,
砰,phêng,pheng5,,,,
砲,phàu,phau3,,,,
破,phuà,phua3,k00,,,
砷,sin,sin1,,,,
砸,tsap,tsap4,,,,
硃,tsu,tsu1,,銀硃,ngṳ̂n-tsu,ngurn5-tsu1
硅,kui,kui1,,,,
硈,khia̍t,khiat8,,嵁硈,khâm-khia̍t,kham5-khiat8
硒,si,si1,,,,
硝,siau,siau1,,,,
硫,liû,liu5,,,,
硬,khiū,khiu7,,飯硬,pn̄g-khiū,png7-khiu7
硬,ngẽ,nge6,k00,,,
硯,īⁿ,inn7,,,,
硯,tiam,tiam1,,,,
硼,phêng,pheng5,,,,
碉,tiau,tiau1,,,,
碌,lak,lak4,,,,
碌,lo̍k,lok8,,,,
碎,tshùi,tshui3,k10,,,
碑,pi,pi1,,,,
碗,uáⁿ,uann2,,,,
碘,tién,tien2,,,,
碟,ti̍h,tih8,k00,,,
碧,phek,phek4,,,,
碩,sek,sek4,,,,
碰,phòng,phong3,k10,,,
碳,thuàⁿ,thuann3,,,,
碴,tsa,tsa1,,,,
確,khak,khak4,k00,,,
碼,bé,be2,k00,,,
碼,má,ma2,,,,
碾,tién,tien2,,,,
磁,tshṳ̂,tshur5,,,,
磅,phâng,phang5,,磅礴,phâng-po̍h,phang5-poh8
磅,pōng,pong7,,,,
磊,lo̍k,lok8,,,,
磊,lúi,lui2,,,,
磋,tshô,tsho5,,,,
磐,phuân,phuan5,,,,
磕,khap,khap4,,,,
磚,tsng,tsng1,,,,
磨,bō,bo7,,,,
磨,buâ,bua5,,,,
磷,lîn,lin5,,,,
磺,huâng,huang5,,,,
磺,n̂g,ng5,,,,
磽,khiau,khiau1,,磽,khiau,khiau1
礁,chiau,chiau1,,,,
礎,tshó,tsho2,k10,,,
礙,gāi,gai7,,,,
礦,khuàng,khuang3,,,,
礪,lĩ,li6,,,,
礫,le̍h,leh8,,,,
礬,huân,huan5,,,,
礴,po̍h,poh8,,,,
示,sī,si7,k00,,,
社,siã,sia6,,,,
祀,sṳ̃,sur6,,,,
祁,khî,khi5,,,,
祂,tha,tha1,,,,
祅,hng,hng1,,,,
祇,chí,chi2,,,,
祇,khî,khi5,,,,
祈,khî,khi5,k10,,,
祉,chí,chi2,,,,
祐,iũ,iu6,k10,,,
祕,pì,pi3,,,,
祖,tsóu,tsou2,k10,,,
祗,ti,ti1,,,,
祝,tsok,tsok4,,,,
神,sîn,sin5,k11,,,
祟,tsũi,tsui6,,,,
祠,sṳ̂,sur5,k10,,,
祥,siâng,siang5,,,,
票,phiè,phie3,,,,
祭,chì,chi3,,,,
祺,khî,khi5,,,,
祿,lo̍k,lok8,,,,
禀,pín,pin2,,入禀,ji̍p-pín,jip8-pin2
禁,kìm,kim3,k10,,,
禍,huã,hua6,k00,,,
福,hok,hok4,k00,,,
禦,gṳ̃,gur6,k10,抵禦,tí-gṳ̃,ti2-gur6
禧,hi,hi1,,,,
禪,siâm,siam5,,,,
禪,siãm,siam6,,,,
禮,lí,li2,,,,
禮,lói,loi2,k00,,,
禱,táu,tau2,,,,
禹,ú,u2,,,,
禽,khîm,khim5,k10,,,
禾,huâ,hua5,,,,
禾,tâ,ta5,,,,
禿,thek,thek4,,,,
禿,thok,thok4,,,,
秀,siù,siu3,k10,,,
私,sai,sai1,,,,
私,si,si1,,,,
私,sṳ,sur1,k00,,,
秈,sien,sien1,,,,
秉,péng,peng2,,,,
秋,chhiu,chhiu1,k00,秋分,chhiu-hun,chhiu1-hun1
科,khue,khue1,k00,,,
秒,miáu,miau2,k10,,,
租,tsou,tsou1,k10,,,
秤,chhìn,chhin3,,,,
秦,chhîn,chhin5,,,,
秧,iang,iang1,,,,
秧,ng,ng1,,,,
秩,tiet,tiet4,k00,,,
秸,kai,kai1,,,,
移,î,i5,k00,,,
稀,hi,hi1,,,,
稂,lâng,lang5,,,,
稅,sùe,sue3,,,,
稈,kán,kan2,,,,
稈,kuaⁿ,kuann1,,,,
程,thêng,theng5,k00,工程,kang-thêng,kang1-theng5
程,thiâⁿ,thiann5,,起程,khí-thiâⁿ,khi2-thiann5
稍,chhiáu,chhiau2,,,,
稍,siau,siau1,,,,
稗,phōiⁿ,phoinn7,,,,
稗,pí,pi2,,,,
稚,chí,chi2,,,,
稚,chíⁿ,chinn2,k10,,,
稟,pín,pin2,,,,
稠,chiu,chiu1,,,,
種,chéng,cheng2,k00,,,
種,chèng,cheng3,k01,,,
種,tshong,tshong1,,,,
種,tsóng,tsong2,,,,
稱,chheng,chheng1,k00,稱呼,chheng-hu,chheng1-hu1
稱,chhèng,chheng3,k11,稱職,chhèng-cheh,chheng3-cheh4
稷,chek,chek4,,,,
稻,tãu,tau6,,,,
稻,tiũ,tiu6,,,,
稼,kè,ke3,,,,
稽,ki,ki1,,,,
稽,kí,ki2,,,,
稿,kó,ko2,k10,,,
穀,kak,kak4,k12,五穀,ngõu-kak,ngou6-kak4
穀,kok,kok4,k12,五穀,ngóu-kok,ngou2-kok4
穆,mo̍k,mok8,,,,
穌,sou,sou1,,耶穌教,iâ-sou-kà,ia5-sou1-ka3
積,chek,chek4,,,,
穎,théng,theng2,,,,
穗,sūi,sui7,,,,
穡,sek,sek4,,,,
穢,ùe,ue3,,,,
穢,u̍eh,ueh8,,,,
穩,ún,un2,k00,,,
穫,ua̍k,uak8,k10,收穫,siu-ua̍k,siu1-uak8
穴,hua̍t,huat8,,,,
究,kiù,kiu3,k00,,,
穹,kiong,kiong1,,,,
空,khang,khang1,k00,,,
空,khong,khong1,,,,
穿,chhēng,chheng7,k00,穿衫褲,chhēng saⁿ-khòu,chheng7 sann1-khou3
穿,tshng,tshng1,,穿耳,tshng hĩⁿ,tshng1 hinn6
穿,tshuan,tshuan1,k10,穿鑿,tshuan-tsha̍k,tshuan1-tshak8
突,tu̍t,tut8,k00,,,
窄,tsà,tsa3,k00,,,
窈,iáu,iau2,,,,
窒,tiet,tiet4,,,,
窕,thiáu,thiau2,,,,
窖,kà,ka3,,,,
窗,theng,theng1,k00,,,
窘,khún,khun2,,,,
窟,khuh,khuh4,,,,
窟,khut,khut4,,,,
窣,su̍h,suh8,,窸窣,si̍h-su̍h,sih8-suh8
窩,o,o1,,,,
窪,ua,ua1,,,,
窮,khiông,khiong5,k10,,,
窯,iê,ie5,,,,
窸,sek,sek4,,,,
窺,kui,kui1,,,,
窿,lông,long5,,,,
竄,tshuàn,tshuan3,,,,
竅,khiàu,khiau3,,,,
竇,tàu,tau3,,,,
